second,speaker,compound,pos,neu,neg,text
3936,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3937,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3938,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3939,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3940,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3941,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3942,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3943,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3944,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3945,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3946,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3947,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3948,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3949,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3950,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3951,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3952,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3953,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3954,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3955,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3956,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3957,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3958,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3959,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3960,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3961,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3962,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3963,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3964,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3965,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3966,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3967,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3968,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3969,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3970,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3971,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3972,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3973,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3974,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3975,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3976,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3977,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3978,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3979,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3980,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3981,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3982,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3983,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3984,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3985,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3986,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3987,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3988,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3989,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3990,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3991,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3992,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3993,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3994,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3995,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3996,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3997,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3998,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
3999,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4000,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4001,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4002,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4003,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4004,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4005,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4006,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4007,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4008,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4009,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4010,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4011,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4012,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4013,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4014,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4015,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4016,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4017,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4018,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4019,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4020,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4021,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4022,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4023,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4024,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4025,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4026,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4027,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4028,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4029,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4030,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4031,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4032,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4033,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4034,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4035,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4036,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4037,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4038,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4039,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4040,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4041,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4042,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4043,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4044,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4045,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4046,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4047,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4048,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4049,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4050,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4051,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4052,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4053,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4054,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4055,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4056,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4057,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4058,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4059,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4060,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4061,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4062,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4063,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4064,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4065,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4066,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4067,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4068,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4069,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4070,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4071,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4072,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4073,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4074,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4075,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4076,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4077,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4078,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4079,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4080,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4081,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4082,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4083,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4084,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4085,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4086,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4087,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4088,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4089,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4090,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4091,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4092,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4093,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4094,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4095,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4096,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4097,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4098,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4099,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4100,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4101,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4102,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4103,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4104,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4105,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4106,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4107,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4108,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4109,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4110,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4111,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4112,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4113,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4114,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4115,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4116,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4117,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4118,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4119,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4120,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4121,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4122,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4123,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4124,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4125,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4126,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4127,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4128,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4129,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4130,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4131,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4132,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4133,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4134,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4135,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4136,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4137,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4138,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4139,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4140,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4141,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4142,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4143,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4144,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4145,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4146,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4147,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4148,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4149,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4150,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4151,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4152,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4153,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4154,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4155,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4156,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4157,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4158,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4159,Speaker B,0.8834,0.86,0.14,0.0,Yeah. Yeah. Yeah. What's your favorite holiday?
4160,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4161,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4162,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4163,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4164,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4165,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4166,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4167,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
4168,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
